관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
서울특별시 노원구청,서울특별시 노원구 덕릉로 115다길 52 당고개역 2번출구,"서울특별시 노원구 상계3,4동 65-36 당고개역 2번출구",생활방범,1,41,,30,6.Jan,02-2116-4919,37.669538,127.079087,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로173가길 2 공릉초교옆,서울특별시 노원구 공릉1동 683-1 공릉초교 옆,생활방범,1,41,,30,6.Jan,02-2116-4919,37.61842,127.073906,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로182길 6-11 도깨비시장인근,서울특별시 노원구 공릉1동 567-14 도깨비시장인근,생활방범,1,41,,30,10.Jan,02-2116-4919,37.622822,127.074819,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로34길 34 씨유편의점앞,서울특별시 노원구 공릉2동 248-8 C&U 앞,생활방범,1,200,,30,6.Jan,02-2116-4919,37.622947,127.080929,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로41길 17 세븐일레븐앞,서울특별시 노원구 공릉2동 415-64 세븐일레븐 앞,생활방범,1,41,,30,5.Jan,02-2116-4919,37.624478,127.078614,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로43가길 16 ,서울특별시 노원구 공릉2동 441-105 골목,생활방범,1,41,,30,7.Jan,02-2116-4919,37.626584,127.078014,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로58길 144 하계어린이집앞,서울특별시 노원구 하계1동 252-11 하계어린이집 앞,생활방범,1,200,,30,6.Jan,02-2116-4919,37.636605,127.076087,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로56 하계역3번출구,서울특별시 노원구 하계1동 280 하계역 3번 출구 앞,생활방범,1,41,,30,5.Jan,02-2116-4919,37.634779,127.069563,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로 320 해바라기공원앞,서울특별시 노원구 하계1동 278-5 해바라기 공원,생활방범,1,41,,30,7.Jan,02-2116-4919,37.63507,127.070895,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로 254 신한은행뒷길,서울특별시 노원구 중계본동 364-24 신한은행 뒷길,생활방범,1,41,,30,5.Jan,02-2116-4919,37.650437,127.077754,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로16나길 3 영신여고앞,서울특별시 노원구 중계본동 107-44 영신여고 앞,생활방범,1,41,,30,6.Jan,02-2116-4919,37.651389,127.081921,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로208길 19 중계역2번출구앞,"서울특별시 노원구 중계2,3동 513-2 중계역 2번출구 앞",생활방범,1,200,,30,6.Jan,02-2116-4919,37.644717,127.065208,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로241가길 21 두산아파트후문,서울특별시 노원구 상계1동 1105-70 두산아파트 후문,생활방범,1,41,,30,6.Jan,02-2116-4919,37.676391,127.053632,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로237길 46 현대1차입구,서울특별시 노원구 상계1동 1048-6 현대1차(아) 입구,생활방범,1,41,,30,6.Jan,02-2116-4919,37.673619,127.052833,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로230다길 74 하트마트앞,서울특별시 노원구 상계1동 1007-14 하트마트 앞,생활방범,1,41,,30,6.Jan,02-2116-4919,37.674474,127.05805,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로230가길 50 진양주류앞,서울특별시 노원구 상계1동 1025-37 진양주류 앞,생활방범,1,41,,30,6.Jan,02-2116-4919,37.673774,127.056656,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로242나길 14  두부마을앞,서울특별시 노원구 상계1동 1117-39 두부마을 앞,생활방범,1,41,,30,6.Jan,02-2116-4919,37.676157,127.056504,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 1661 수락산역4번출구,서울특별시 노원구 상계1동 1132-34 수락산역 4번출구,생활방범,1,41,,30,7.Jan,02-2116-4919,37.676825,127.054912,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로23길 15 벽산아파트 담벼락,서울특별시 노원구 상계5동 173-2 벽산아파트 담벼락,생활방범,1,130,,30,12.Jan,02-2116-4919,37.659936,127.071699,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노해로81길 12-41 떡삼시대앞,서울특별시 노원구 상계2동 328-8 떡쌈시대 앞,생활방범,1,200,,30,6.Jan,02-2116-4919,37.655781,127.064165,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로3길 10  금호플라자앞,서울특별시 노원구 상계2동 593-3 금호프라자 앞,생활방범,1,41,,30,6.Jan,02-2116-4919,37.656658,127.062543,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로 59 노원문고앞,서울특별시 노원구 상계2동 603-14  노원문고 앞,생활방범,1,41,,30,6.Jan,02-2116-4919,37.65633,127.06175,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로1길 62-57 ,서울특별시 노원구 상계2동 581-214 현대(아) 101동 뒷골목,생활방범,1,41,,30,6.Jan,02-2116-4919,37.658985,127.062434,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로27길 48 중앙시장입구,서울특별시 노원구 상계5동 389-599 중앙시장 입구 (중앙과일 건어물),생활방범,1,41,,30,6.Jan,02-2116-4919,37.660348,127.069196,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로27길 26 중앙시장 농협앞,서울특별시 노원구 상계5동 389-638 중앙시장앞 삼거리(농협앞),생활방범,1,41,,30,6.Jan,02-2116-4919,37.659628,127.070102,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로30길 32 상계제일교회,서울특별시 노원구 상계2동 320-87 상계제일교회 (꽃동산교회),생활방범,1,41,,30,6.Jan,02-2116-4919,37.654485,127.069282,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로 81 노원역10번출구,서울특별시 노원구 상계2동 338-1 동양메이저 입구 (노원10출구),생활방범,1,41,,30,6.Jan,02-2116-4919,37.656603,127.063925,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로 461 (구)한우리부페,서울특별시 노원구 상계2동 366-4 뉴스터디학원 옆(한우리뷔페),생활방범,1,41,,30,6.Jan,02-2116-4919,37.657392,127.06559,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노해로85길 10-17 와우쇼핑몰뒷길,"서울특별시 노원구 상계2동 330-33 와우쇼핑몰 뒷길 (sk에너지,상계주유소)",생활방범,1,200,,30,7.Jan,02-2116-4919,37.656143,127.066023,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로124길28-2 덕우빌라주변,"서울특별시 노원구 상계3,4동 72-74 덕우빌라 주변",생활방범,1,41,,30,6.Jan,02-2116-4919,37.669106,127.081837,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로24바길 54 다정어린이집앞,"서울특별시 노원구 상계3,4동 138-154 다정어린이집 앞",생활방범,1,41,,30,6.Jan,02-2116-4919,37.665278,127.071648,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로24바길 27 공영주차장앞,"서울특별시 노원구 상계3,4동 138-43 공영주차장 (갈릴리교회)",생활방범,1,41,,30,7.Jan,02-2116-4919,37.664316,127.072538,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로130길 12 상계2동어린이집인근,"서울특별시 노원구 상계3,4동 71-53 삼거리 부근",생활방범,1,41,,30,6.Jan,02-2116-4919,37.671929,127.083619,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로126나길 24 희망촌입구,"서울특별시 노원구 상계3,4동 71-181 희망촌 입구",생활방범,1,41,,30,6.Jan,02-2116-4919,37.670335,127.083317,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로269 당고개공원내,"서울특별시 노원구 상계3,4동 21-3 당고개공원 내",생활방범,1,41,,30,5.Jan,02-2116-4919,37.668151,127.076531,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로24길 7 새마을금고앞,서울특별시 노원구 상계5동 169-181 새마을금고 앞,생활방범,1,41,,30,7.Jan,02-2116-4919,37.661368,127.071405,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로218가길 17 우리은행뒷,"서울특별시 노원구 상계6,7동 727 우리은행 뒷골목 (근호빌딩)",생활방범,1,130,,30,6.Jan,02-2116-4919,37.656271,127.062407,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노해로502 노원kt앞,"서울특별시 노원구 상계6,7동 725-4 노원전화국 앞",생활방범,1,41,,30,7.Jan,02-2116-4919,37.654381,127.063666,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로228길 23 상원중학교입구,서울특별시 노원구 상계9동 631-1 주공14단지 입구 (상원중),생활방범,1,41,,30,6.Jan,02-2116-4919,37.669162,127.058589,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로58나길 9 주택가,서울특별시 노원구 하계1동 167-44 (다세대 주택가),생활방범,1,41,,30,8.Jan,02-2116-4919,37.635971,127.073395,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로178길 29-4 필부동산,서울특별시 노원구 공릉1동 585-21 (주택가),생활방범,1,41,,30,8.Jan,02-2116-4919,37.621599,127.076371,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로115나길 25 복지회관사거리,"서울특별시 노원구 상계3,4동 101-135 (복지회관 사거리)",생활방범,1,41,,30,8.Jan,02-2116-4919,37.667846,127.078346,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로47길 45-12 주택가,서울특별시 노원구 상계5동 449-25 앞 골목 (단독주택),생활방범,1,130,,30,8.Jan,02-2116-4919,37.661976,127.067378,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로18길 30 주택가,서울특별시 노원구 상계2동 177-108 (주택가),생활방범,1,41,,30,8.Jan,02-2116-4919,37.65697,127.069696,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로16길82 서라벌고후문,서울특별시 노원구 하계1동 256-27 (서라벌고등학교 후문) (근린공원 삼거리),생활방범,1,41,,30,8.Jan,02-2116-4919,37.642984,127.074263,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로15길 27 중계초교후문,서울특별시 노원구 중계4동 449-2 (중계초등학교 후문),생활방범,1,41,,30,8.Jan,02-2116-4919,37.65699,127.074131,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로19길 16 은행사거리두타빌뒤,서울특별시 노원구 중계1동 360-4 (청구중계3차 104동앞),생활방범,1,41,,30,8.Jan,02-2116-4919,37.649093,127.076144,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로32길 54 고려빌딩,서울특별시 노원구 공릉2동 240-335 삼거리(고려빌딩 앞),생활방범,1,41,,30,8.Jan,02-2116-4919,37.62167,127.082056,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로20길 12 태릉교회앞,서울특별시 노원구 공릉1동 645-7 ( 장미빌딩 옆),생활방범,1,41,,30,8.Jan,02-2116-4919,37.619315,127.079007,2016.6.15
서울특별시 노원구청,서울특별시 노원구 광운로122 노원변전소앞,서울특별시 노원구 월계1동 298-8 노원변전소,생활방범,1,41,,30,9.Jan,02-2116-4919,37.628233,127.059379,2016.6.15
서울특별시 노원구청,서울특별시 노원구 화랑로47길 31 주택가삼거리,서울특별시 노원구 월계3동 37-17 주택가삼거리 (풍림아이원),생활방범,1,41,,30,9.Jan,02-2116-4919,37.616156,127.066114,2016.6.15
서울특별시 노원구청,서울특별시 노원구 화랑로47길 18 ,서울특별시 노원구 월계3동 28-2 주택가삼거리 (풍림아이원),생활방범,1,130,,30,12.Jan,02-2116-4919,37.616108,127.066839,2016.6.15
서울특별시 노원구청,서울특별시 노원구 광운로2나길 11 우리할인마트,서울특별시 노원구 월계1동 475-35 한일마트삼거리,생활방범,1,41,,30,9.Jan,02-2116-4919,37.616853,127.060076,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로186길 69 해오라기공원,서울특별시 노원구 공릉1동 506-1 해오라기 공원 ,생활방범,1,41,,30,9.Jan,02-2116-4919,37.625401,127.076658,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로42길 83 조은부동산,서울특별시 노원구 공릉2동 230-16,생활방범,1,41,,30,9.Jan,02-2116-4919,37.625244,127.084044,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로20길 23 필부동산앞,서울특별시 노원구 중계4동 142-45 필부동산앞,생활방범,1,41,,30,9.Jan,02-2116-4919,37.660277,127.073826,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로77길 8 해남유통,서울특별시 노원구 중계4동 431-1 해남유통,생활방범,1,41,,30,9.Jan,02-2116-4919,37.654982,127.073554,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로 117 세계로약국,서울특별시 노원구 상계2동 386-4 고향삼계탕,생활방범,1,41,,30,9.Jan,02-2116-4919,37.657764,127.067611,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로44길 31 그린마트,서울특별시 노원구 상계5동 143-26 그린마트 ,생활방범,1,41,,30,9.Jan,02-2116-4919,37.66415,127.069922,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로245길143 수락고후문,서울특별시 노원구 상계1동 1254-1 수락고등학교 후문,생활방범,1,41,,30,9.Jan,02-2116-4919,37.682733,127.053559,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로58마길 45-8 유성빌라앞,서울특별시 노원구 하계1동 67-17 유성빌라 앞사거리,생활방범,1,41,,30,10.Jan,02-2116-4919,37.636794,127.078568,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로55길 138 토목과창고,서울특별시 노원구 하계2동 272-3 토목과창고,생활방범,1,41,,30,10.Jan,02-2116-4919,37.631787,127.065031,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로58가길 19 카센터주변,서울특별시 노원구 하계1동 179-27 앞 사거리,생활방범,1,41,,30,10.Jan,02-2116-4919,37.636173,127.072391,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로36 불암산체육공원입구,서울특별시 노원구 공릉2동 산2-4 불암산체육공원 .공릉동 141,생활방범,1,41,,30,10.Jan,02-2116-4919,37.63912,127.084007,2016.6.15
서울특별시 노원구청,서울특별시 노원구 석계로3길 41 동신아파트입구,서울특별시 노원구 월계1동 485-15 삼거리(다보약국),생활방범,1,41,,30,10.Jan,02-2116-4919,37.616447,127.062532,2016.6.15
서울특별시 노원구청,서울특별시 노원구 광운로2가길 12 서울우유대리점,서울특별시 노원구 월계1동 475-28 사거리(종로가운),생활방범,1,41,,30,10.Jan,02-2116-4919,37.617508,127.059099,2016.6.15
서울특별시 노원구청,서울특별시 노원구 광운로17길 19 월계로즈빌,서울특별시 노원구 월계1동 387-6 삼거리(월계로즈빌),생활방범,1,41,,30,10.Jan,02-2116-4919,37.622502,127.058678,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로55길25 한천중후문길,서울특별시 노원구 공릉2동 481 한천중후문길 (공릉로55길25),생활방범,1,41,,30,10.Jan,02-2116-4919,37.631189,127.072155,2016.6.15
서울특별시 노원구청,서울특별시 노원구 마들로5길 21  녹천마을입구,서울특별시 노원구 월계2동 673-15 (녹천마을 입구 구멍가게),생활방범,1,41,,30,10.Jan,02-2116-4919,37.640737,127.053442,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로60길 298 신창중후문,서울특별시 노원구 월계2동 805-5 신창중학교 후문 삼거리,생활방범,1,41,,30,10.Jan,02-2116-4919,37.628494,127.046496,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로184길 69-1 구)경춘선변,"서울특별시 노원구 공릉1동 506-36, 28사이 삼거리 ",생활방범,1,41,,30,10.Jan,02-2116-4919,37.624719,127.077343,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로182길 56 주택가삼거리,서울특별시 노원구 공릉1동 561-30 앞삼거리,생활방범,1,41,,30,10.Jan,02-2116-4919,37.623316,127.077208,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로37길 28 구)경춘선변,서울특별시 노원구 공릉2동 350-102 삼거리 (경춘선변 육교),생활방범,1,41,,30,10.Jan,02-2116-4919,37.623613,127.078027,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로237길 92  상일육교,서울특별시 노원구 상계1동 1086-9 상일육교 앞,생활방범,1,41,,30,5.Jan,02-2116-4919,37.67356,127.05018,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로186길 3 공릉1주민센터주변,"서울특별시 노원구 공릉1동 513-3, 54사이 삼거리 썬양복점",생활방범,1,41,,30,10.Jan,02-2116-4919,37.623998,127.074071,2016.6.15
서울특별시 노원구청,서울특별시 노원구 화랑로51길 81 공릉아파트입구,서울특별시 노원구 공릉2동 110번지 공릉아파트 진입로 ,생활방범,1,41,,30,10.Jan,02-2116-4919,37.624662,127.087578,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로184길 12 현대부동산,서울특별시 노원구 공릉1동 517-23(고객할인마트 삼거리),생활방범,1,41,,30,10.Jan,02-2116-4919,37.623668,127.074581,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로1길 110 옹달샘공원,서울특별시 노원구 공릉2동 270-4 삼거리 (옹달샘 어린이 공원),생활방범,1,41,,30,10.Jan,02-2116-4919,37.620579,127.080911,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로37라길 22 희망어린이공원,"서울특별시 노원구 상계3,4동 111-201  희망어린이공원",생활방범,1,41,,30,10.Jan,02-2116-4919,37.672432,127.07876,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로33길 47 협동마을2길,"서울특별시 노원구 상계3,4동 111-132(합동마을 2길)",생활방범,1,41,,30,10.Jan,02-2116-4919,37.671352,127.077038,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로173가길 86 새나라공원,서울특별시 노원구 공릉1동  569-21 새나리공원앞,생활방범,1,41,,30,10.Jan,02-2116-4919,37.622088,127.072651,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로16길 44 영신여고인근,서울특별시 노원구 중계본동 107-13 영신여고인근,생활방범,1,41,,30,10.Jan,02-2116-4919,37.650921,127.082682,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로6길 1 목양교회,서울특별시 노원구 중계본동 27-75 광석길 도로 (목양교회),생활방범,1,41,,30,10.Jan,02-2116-4919,37.644253,127.083589,2016.6.15
서울특별시 노원구청,"서울특별시 노원구 덕릉로 864 상계3,4동주민센터앞","서울특별시 노원구 상계3,4동 44-2 삼거리 (상계 3ㆍ4동 주민자치센터)",생활방범,1,41,,30,10.Jan,02-2116-4919,37.672904,127.083371,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로4길 2 벧엘교회,서울특별시 노원구 중계본동 30-3(벧엘교회),생활방범,1,130,,30,10.Jan,02-2116-4919,37.643083,127.083648,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로46나길 2-2 은혜슈퍼,서울특별시 노원구 상계5동 134-39사거리(은혜슈퍼),생활방범,1,41,,30,10.Jan,02-2116-4919,37.666829,127.06957,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로24다길 24 대영빌라,서울특별시 노원구 상계5동 155-45 사거리 (간촌3길 대영빌라),생활방범,1,41,,30,10.Jan,02-2116-4919,37.663203,127.071622,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로231길 23 노일유치원앞,서울특별시 노원구 상계1동 1039-4 삼거리 (노일유치원 맞은편),생활방범,1,41,,30,10.Jan,02-2116-4919,37.672171,127.054379,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로237길 59 가마봉고깃집,서울특별시 노원구 상계1동 1054-5 사거리 (가마봉 고깃집),생활방범,1,41,,30,10.Jan,02-2116-4919,37.673275,127.051963,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로489 마들지구대,서울특별시 노원구 상계9동 681 주공8단지 사거리 (주공아파트 812동 사거리),생활방범,1,41,,30,10.Jan,02-2116-4919,37.664513,127.063594,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로228길 66 삼락교회,서울특별시 노원구 상계9동 635 주공14단지 사거리 (늘푸른 2길),생활방범,1,41,,30,10.Jan,02-2116-4919,37.668499,127.060481,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로52길 59 온곡초교삼거리,"서울특별시 노원구 상계9동 638번지 삼거리 (온곡초등학교, 온곡 2길)",생활방범,1,41,,30,10.Jan,02-2116-4919,37.667608,127.06579,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로23길 65 성원아파트인근,서울특별시 노원구 상계2동 407-39 삼거리 (성원아파트),생활방범,1,41,,30,10.Jan,02-2116-4919,37.660352,127.066635,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로9가길 23 똘똘이문구,서울특별시 노원구 상계2동 389-50 삼거리 (똘똘이 문구),생활방범,1,41,,30,10.Jan,02-2116-4919,37.65897,127.067146,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로10길 23 원터경로당,서울특별시 노원구 상계2동 322-56 원터경로당 주변,생활방범,1,41,,30,10.Jan,02-2116-4919,37.656439,127.067917,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 1345 농협,"서울특별시 노원구 상계6,7동 763-6 사거리 (농협 옆)",생활방범,1,41,,30,10.Jan,02-2116-4919,37.648669,127.061848,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 1373 우리은행,"서울특별시 노원구 상계6,7동 746-2 사거리 (우리은행 앞 )",생활방범,1,41,,30,10.Jan,02-2116-4919,37.65072,127.061067,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로 58바길 32 나눔아트센터,서울특별시 노원구 하계1동 65-9 나눔아트센터 앞 ,생활방범,3,130,,30,12.Jan,02-2116-4919,37.636539,127.077313,2016.6.15
서울특별시 노원구청,서울특별시 노원구 초안산로 2다길 15 인덕공고주변,서울특별시 노원구 월계2동 633-23 주택삼거리(인덕마을 재개발지역),생활방범,3,130,,30,12.Jan,02-2116-4919,37.631033,127.056963,2016.6.15
서울특별시 노원구청,서울특별시 노원구 월계로 44가길 28 도원그린힐,서울특별시 노원구 월계1동 534-69 도원그린힐 앞,생활방범,3,130,,30,12.Jan,02-2116-4919,37.623667,127.053899,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 187길 12-3 애플부동산,서울특별시 노원구 공릉1동 400-31 앞 사거리,생활방범,3,130,,30,12.Jan,02-2116-4919,37.624196,127.072479,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로 24길 26 대동아파트인근,서울특별시 노원구 상계2동 387-104 대동아파트 입구인근 ,생활방범,3,130,,30,12.Jan,02-2116-4919,37.657298,127.070379,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로 15길 105 양지대림2차 입구,서울특별시 노원구 중계1동 426-8 양지대림2차아파트 입구 사거리,생활방범,3,130,,30,12.Jan,02-2116-4919,37.653571,127.073011,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로 124길 45-13 갈월어린이공원,"서울특별시 노원구 상계3,4동 68-12 갈월어린이공원앞",생활방범,3,130,,30,12.Jan,02-2116-4919,37.669816,127.083016,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로 24길 35 상계벽산 후문,서울특별시 노원구 상계5동 169-308 상계벽산아파트 후문,생활방범,3,130,,30,12.Jan,02-2116-4919,37.662183,127.072158,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 221길 22 대림아파트방향,서울특별시 노원구 상계10동 695 용화지하차도 (대림아파트방향_고정형),생활방범,1,130,,30,12.Jan,02-2116-4919,37.65968,127.057573,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 221길 22 주공7단지방향,서울특별시 노원구 상계10동 695 용화지하차도 (주공7단지방향_고정형),생활방범,1,130,,30,12.Jan,02-2116-4919,37.65968,127.057573,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 239길 33 평화장로교회앞,서울특별시 노원구 상계1동 1048-14 평화장로교회앞 사거리,생활방범,3,130,,30,12.Jan,02-2116-4919,37.674985,127.053242,2016.6.15
서울특별시 노원구청,서울특별시 노원구 광운로19가길 64 휴앤미빌,서울특별시 노원구 월계1동 376-23,생활방범,1,130,,30,13.Jan,02-2116-4919,37.624751,127.059733,2016.6.15
서울특별시 노원구청,서울특별시 노원구 화랑로45길 49 건양아파트뒷길,"서울특별시 노원구 월계1동 983 건양, 풍림아파트 뒷길",생활방범,1,130,,30,13.Jan,02-2116-4919,37.623202,127.061663,2016.6.15
